review	sentiment
"Ijakadi kan Eyi jẹ itiju ati aiṣedeede buruju si CNA. Itiju lori ""fiimu"" yii."	negative
A Trainwreck of a movie. 90s minutes of dissapointing Sound editing and acting.	negative
dapo Ṣe eyi ni fiimu ti o dara dabi ni Afirika ni ọdun 2012? Ti o ba jẹ bẹ lẹhinna ... o jẹ nla! Mo ni lati ṣe iyalẹnu (ninu ọran yẹn) boya o ti dara julọ ni ọdun 2021? ”	negative
. Knock Out Ibukun' jẹ fiimu ti ko wulo patapata ti ko yẹ ki o ṣe, tabi o kere ju ko ti tu silẹ fun gbogbo eniyan. Idoti!	negative
Laibojumu gun Fun mi,	negative
fun awon osere magbowo ti ko tun ni itosona lati odo Akinropo. Ohùn naa buru, boya lati aini awọn mics ariwo.	negative
Suga Suga ni ọpọlọpọ awọn iwoye yiyi oju ti o pari ni ipari ni ipinnu apanirun ti rogbodiyan alailagbara.	negative
Ibanujẹ, iyipada Enitan lati ẹmi ti o sọnu si ọmọwe kan ati ni bayi oṣere kan ti lọ sinu awọn iṣẹju ikẹhin ti o ku lẹhin gbogbo aibalẹ naa.	negative
Fiimu Naijiria akọkọ mi  Láti ọ̀pọ̀lọpọ̀ ọdún sẹ́yìn, mo ti rí ọ̀pọ̀lọpọ̀ ìròyìn tí ń sọ̀rọ̀ nípa bí orílẹ̀-èdè Nàìjíríà ṣe ní iléeṣẹ́ fíìmù abẹ́lé tí ó yọrí sí rere. Lakoko ti o daju pe o wú mi loju, Emi ko le rii eyikeyi awọn fiimu Naijiria ti o wa fun mi lati wo titi emi o fi kọsẹ lori eyi lori Netflix. Lati so ooto, Mo n reti nkan ti o lẹwa ti a ṣe, ati si iwọn nla eyi jẹ otitọ. Lakoko ti o jẹ diẹ ninu awọn iyaworan ti o dara ti o dara ati / tabi itọsọna ti o tọka pe ni awọn akoko diẹ ninu awọn igbiyanju gidi kan ti awọn oṣere n ṣe, fiimu naa ni awọn aito diẹ sii. Cinematography ko ni iwunilori, diẹ ni o wa ni ọna awọn iye iṣelọpọ, ati iṣe nipasẹ ọpọlọpọ awọn oṣere jẹ magbowo. Lootọ, MO le ti ni anfani lati dariji gbogbo ohun ti o ni iṣoro nla ti fiimu naa ko si, pe nitori pe o gun ju (iṣẹju 121 ni ipari) ati pe o lọ laiyara pupọ. Eyi jẹ itan kan ti o nilo gaan lati ge mọlẹ boya ni ipele iwe afọwọkọ tabi nigbati aworan ti n ṣatunkọ. Yiyi kan wa si opin ti o nifẹ diẹ (pelu agbara mi lati sọ asọtẹlẹ diẹ ṣaaju ki o to ṣii), ṣugbọn o kere ju ati pe o pẹ pupọ lati jẹ ki o tọ lati joko nipasẹ itan kan ti o gun pupọ ati lọra. Sibẹsibẹ, ti o ba ti gbọ ti sinima Naijiria ti o si ni iyanilenu lati ni iriri ayẹwo kan, Mo ṣẹṣẹ sọ fun ọ ni yiyan ti o ṣee ṣe.”	negative
Laanu, a ko le gba awọn ibon ibọn kekere, awọn ibon aaye, ge & gbìn awọn aṣọ, iyaworan ti ko ni iyanilẹnu ati awọn ayẹyẹ iranti fọọmu gigun ti ko wulo fun awọn aworan ti a ti ṣafihan tẹlẹ ti gbogbo bota pẹlu awọn iṣipaya ti ko ni oye ti ẹgan ti o yẹ ki o jẹ awọn apanirun ti o han gbangba lati inu ibere.	negative
Laanu, fiimu naa nigbagbogbo jẹ daradara ati onilọra pẹlu diẹ ninu awọn akoko ọṣẹ ọsan pupọ ti ifihan ẹdun.	negative
Awọn movie je ko nla, a bit ti overreaching ti awọn olukopa (boya lori-directed?) Ṣugbọn awọn ti o tọ je nla.	negative
Lọgan Lori A Night' ni a dud.	negative
Bi o ti jẹ pe, iwọ ko ni oye ti aaye tabi ihuwasi nitori pe pupọ ni lati ni didan lori lati ba gbogbo rẹ mu.	negative
Fiimu yii jẹ alaidun pupọ fun sinima.	negative
buburu	negative
A pe o kan kidnap- Waye hostage fun aadọta odd iṣẹju, a ni won fi agbara mu lori ohun excursion ti awọn ohun asegbeyin ti aaye, Ko niyanju.	negative
Kiniun yii ko ni ariwo pupọ. Njẹ ẹnikan fi iwe afọwọkọ awakọ Netflix ti o kuna wọn ranṣẹ si Nigeria bi o ti jẹ t-shirt ẹgbẹ Super Bowl ti o padanu?	negative
Itan-ọrọ ti o ni agbara ati ṣiṣe iṣe buburu ti itiju ni awọn ami-ami ti apanirun oniwa-le dun ṣugbọn; yi flick jẹ bi a counterfeit ti 'Isoken'.	negative
Fiimu ti o buruju Awada ni fiimu yii.	negative
"""Diabolically buburu! Eyi jẹ nitootọ fiimu ti o buru julọ ti Mo ti rii tẹlẹ ninu igbesi aye mi! ”"	negative
Awọn ilana iṣe ko buru ati pe ọkan rẹ wa ni aye to tọ, ṣugbọn o dun pupọ lati wo ni awọn aaye.	negative
Botilẹjẹpe sinima naa dabi alamọdaju, maṣe jẹ ki fiimu yii tàn ọ jẹ. Ajalu ni.	negative
Ko si ori, ko si iru, iwe afọwọkọ buburu, egbin ti akoko ati idoti gbowolori. Fiimu jẹ iru irora lati wo. Emi ko ṣeduro gaan.	negative
didara irawọ wọn ko ni ninu fiimu yii	negative
lolz	negative
Idajọ: Ko ṣe iṣeduro. 'Charmed' kii ṣe pele.	negative
"""Nitorina o bajẹ. Diẹ ninu awọn akoko iṣere lati ọdọ awọn oṣere akọkọ (ọba ati Amina), ṣugbọn oṣere ti n ṣe atilẹyin (Maladi), nira lati sọ boya o jẹ iderun apanilẹrin nitori ipa rẹ yẹ ki o ṣe pataki. ”"	negative
Idoti! Ko ṣe iṣeduro fun ẹnikẹni. Ko paapaa awọn ọmọde. Fiimu ibinu pupọ.	negative
Fi ọwọ silẹ ọkan ninu awọn fiimu ti o buru julọ ti Mo ti rii tẹlẹ	negative
"""Atunṣe ti o buru julọ Itọnisọna ti ko dara wa ni ibẹrẹ lakoko awọn iṣipaya Ahannas nigbati o rii ọkunrin kan ti a fi iná sun. ”"	negative
"""Idoti  Ọkan diẹ nkan idoti lati NETFLIX. Igba!!"""	negative
Ni abawọn pupọ	negative
Mo skimm yi. Ko si ọna Mo n wo gbogbo nkan naa	negative
iwọ yoo banujẹ jafara akoko rẹ ni wiwo fiimu yii	negative
Talaka	negative
Ipilẹ ti o pọju.	negative
Awọn Milionu' jẹ pataki jija osunwon ti ko ni itiju ti awọn iwe afọwọkọ 'Ocean's film series'; a wà ko impressed.	negative
"Gbarada' is a aṣoju Idumota ""Yoruba film"" pẹlu gbogbo awọn irikuri ti o wa pẹlu wipe sub-apa ti Nollywood."	negative
" “Ẹni mímọ́ Israẹli! Kini Genevieve ro pe o kan ṣe? Fiimu kan? Eyi jẹ ibajẹ ni giga julọ. Awọn onkqwe jẹ aṣiwere."""	negative
iṣelọpọ fiimu ti o buru julọ lailai	negative
O kan Crap	negative
Special Jollof' tun jẹ Tọki tutu miiran lati Nollywood ni Diaspora. Ati bi igbagbogbo; o jẹ afihan nipasẹ itan-akọọlẹ yéyé ati plethora ti awọn iṣe iṣere idaji ọkan. Ko si nkankan lati ri nibi. O ni a lapapọ egbin ti owo ati akoko.	negative
Mo le ni igboya sọ pe Luna mu nik jẹ ọna ti o ṣe itankalẹ diẹ sii ju baba olori 2 lọ.	negative
Emi ko mọ iye awọn ijamba ọkọ ofurufu ti o wa ni Nigeria, ati pe fiimu yii jade ni ọjọ marun	negative
Fiimu yii Yoo Ti Ṣe Dara julọ Ti o ba ni inawo diẹ sii,	negative
Laisi itọsọna iyipada ati ko si arekereke, eyi jẹ slog gigun, lile ti yoo jẹ riri julọ nipasẹ awọn ọrẹ ati ẹbi ti awọn ti o wa ninu simẹnti ati awọn atukọ	negative
Ko tọ akoko rẹ	negative
"""Idoti patapata O ṣọwọn pupọ pe MO fi silẹ lori fiimu kan, Emi ko le pari eyi, fi silẹ lẹhin 30mins. Maṣe padanu akoko rẹ."""	negative
nikẹhin damping awọn fiimu ìwò fun ohun ti o le ti ti ẹya ani ni okun, lile-kọlu ati poignant ẹdun rola kosita.	negative
Laanu aini akiyesi si alaye ko duro pẹlu awọn apẹẹrẹ ti a mẹnuba.	negative
Iduro naa kun fun awọn irawọ, ṣugbọn ko tan imọlẹ. Ńṣe ló dà bí ìgbà tí wọ́n ń tọ́jú wáìnì kan tí kò tíì dàgbà, bóyá tí wọ́n fi èso àjàrà tí kò tíì pọ́n ṣe.	negative
Yi movie jẹ ki cheesy.	negative
Eleyi jẹ ẹya lalailopinpin alaidun ati ẹru film	negative
Ti a samisi nipasẹ isọkusọ, 'The Culprit' ti pari ati idoti patapata!	negative
Ni lati wo o fun awọn idi ẹkọ.	negative
Ọna ju lọra. Ohun ti a egbin ti akoko.	negative
Booorrring.	negative
Fiimu yẹn jẹ ẹyin buburu bẹẹ si Nollywood.	negative
Mo mu kokoro Nollywood nigbati mo n wo Rattlesnake.	negative
Pẹlu gbogbo awọn exaggerations apanilẹrin ẹlẹgàn ati awọn iṣe iṣe iṣe ti o yipada laarin ṣiṣe-lori ati ṣiṣe buburu.	negative
Isejade ti wa ni gbogbo ibi, ati ọpọlọpọ awọn ohun kikọ ko ni idagbasoke ni kikun.	negative
egbin ti akoko ati oro	negative
Iwọ yoo korira rẹ	negative
Itan itan ti o lẹwa SUGBON o jẹ egbin ti awọn wakati 2 iyebiye	negative
Gbiyanju bi wọn ti le; 'Ọlọrun Rẹ' fihan pe o jẹ alailagbara lọpọlọpọ, kuna lati ṣe jiṣẹ lori awọn ileri ipolongo rẹ.	negative
"""Idoti pipe Ko paapaa tọ a filimu. Awọn oṣere ko lagbara, iwe afọwọkọ ti kọ nipasẹ ọmọ ọdun 12 kan. Didara ohun ti ko dara."""	negative
Gbigbe oju iwoye, ọna ọṣẹ-opera nipasẹ ogun abẹle Naijiria ti awọn ọdun 1960 yipada lati jẹ aṣiṣe lilọ kiri ninu eyiti iṣelọpọ ti a yan lawujọ yii ko le gba pada patapata.	negative
Ilọsiwaju ko ṣe daradara fun diẹ ninu awọn iwoye naa.	negative
Atokọ Ik' jẹ concoction ti hogwash ailopin.	negative
Patapata whack ati ki o sibẹsibẹ ohun gbogbo wà ki funny. Super idanilaraya, kini ohun miiran wa nibẹ.	negative
Emi ko ni aanu rara fun awọn oludari ọkunrin ninu awọn fiimu bii eyi. Nitootọ, Ẹgbẹ Sylvia. Arakunrin n ṣe awọn ere.	negative
Ọkan ninu awọn ohun ti o le ra fiimu ti o buruju jẹ iye owo.	negative
"“Ibanujẹ alaidun ati aibikita Ni ipari, fiimu naa kuna ni gbogbo ọna."""	negative
"""The gidi Iyawo Ile ti Lagos high society"" ni wack"	negative
"""O buruju Omugọ julọ ati itan itan odi ni itan-akọọlẹ fiimu Naijiria."""	negative
Yago fun yi chunk ti inira nipa gbogbo awọn ọna pataki.	negative
Bland. Ẹ̀rọ. Ailogbon. Ni otitọ sisọ.	negative
Lionheart ko ṣe gaan tabi sọ ohunkohun titun.	negative
Mofe ni Mofe' is a typical Yoruba movie made for African Magic Yoruba or even more appropriately; YouTube. Ko ni iṣowo ni sinima.	negative
Fiimu naa gbiyanju lati lo ifura lati ṣe afihan diẹ ninu awọn ọran naa, ṣugbọn wọn ko ṣiṣẹ daradara.	negative
Apanilẹrin. Idite opera ọṣẹ Nollywood kan ti o jẹ iyalẹnu tun ṣe afihan isin Kristian atunbi	negative
"""Awọn ori awọ atijọ julọ ni ilu  Idite absurd eyiti o dibọn pe o da lori otitọ. ”"	negative
Pelu awọn ero laudable rẹ ati ifiranṣẹ awujọ pataki, Black November jẹ aiṣedeede pupọ lati ni ipa ti o fẹ.	negative
Gẹ́gẹ́ bí ọ̀rọ̀ náà ṣe sọ pé: “Gbogbo ohun tó ń dán yìí kì í ṣe Góòlù”, ‘Àwọn ará Èkó Bling’ kì í ṣe Góòlù.	negative
Ọlẹ. Aibikita. Alaimoye. Ibanujẹ nla kan. Ati oluṣeto igbasilẹ.	negative
Bridal Shower' ni ola kan ṣoṣo ti sisọ awọn oṣere ti o buruju julọ ni Nollywood imusin ninu fiimu kan.	negative
Ah gezzzzzz  Kini Mo kan wo fun o fẹrẹ to ọgbọn iṣẹju? Mo gbiyanju ati gbiyanju ati gbiyanju lati fun ni akoko ṣugbọn o kan buruju! Bawo ni ẹnikan ṣe ro pe fiimu yii tọsi iṣelọpọ? ”	negative
Menn! O je oburewa joor!	negative
"""Fiimu ti o buru ju lailai- Ayebaye egbeokunkun ojo iwaju ?! O kan ẹru, buruju, idọti…. kilode lori ile aye ti a fi ṣe eyi lailai?!”"	negative
Ha ololufẹ! Kini idotin.Ṣugbọn a ti rii gbogbo ọran apaniyan ni ọpọlọpọ igba ati Deranged ko mu nkan tuntun wá si tabili.	negative
Irẹwẹsi nipasẹ laini itan alailagbara ati paapaa sisọ itan-akọọlẹ alailagbara, 'Mai'Muna' jẹ 'ere ẹlẹsẹ ti ko tọsi akoko rẹ.	negative
"""Kini  Idite ati iru gbogbo ibi-idite naa”"	negative
Ti o dara movie, ọna gun ju. Itan-akọọlẹ tun nilo iyara.	negative
Ga ni abawọn	negative
"""Iro ohun bawo ni ibanujẹ Ọpá ti o buruju pẹlu Eyi ni England”"	negative
Ni ipinnu lati sọ awọn itan akọni itan ti irubọ ati ipinnu lodi si ijọba amunisin, '1929' jẹ ẹru pupọ.	negative
awọn oniwe-aini ti subtlety blunts awọn fiimu ká agbara.	negative
Ko ṣe iṣeduro rara. Eyi jẹ hogwash!	negative
Mo korira re	negative
 Pẹlu Awọn Kuru Nollywood, Jẹ ki A Ya Itan Naa 	negative
I feel like these guys have an incredible passion for filmmaking. That's good. Keep improving.	negative
Ma binu, Emi ko fẹran rẹ.  Fiimu yii jẹ apẹẹrẹ nla ti diẹ ninu awọn aworan pamosi iyalẹnu ti bajẹ nipasẹ alaidun, agbedemeji ati fiimu alaiṣedeede laarin.  Bẹẹni, Mo ti ka iwe naa. Emi ko nireti itumọ ojulowo oju-iwe ti iwe naa, bi iwe naa ṣe bo ọpọlọpọ awọn kikọ silẹ, ṣugbọn Mo nireti pe pataki rẹ yoo wa ni idaduro.  Kii ṣe bẹ.  Fiimu naa tẹle igbesi aye awọn arabinrin ibeji Olanna (Thandie Newton) ati Kainene (Akina Noni Rose) ni kete lẹhin ti orilẹ-ede Naijiria gba ominira lati Ilu Gẹẹsi ati gba ogun Biafra, bi awọn ọmọ Igbo ṣe n gbiyanju lati da ijọba olominira kan silẹ. Fiimu naa (bii iwe naa) gbiyanju lati tẹle awọn igbesi aye awọn ọdọbirin ọlọrọ meji wọnyi, awọn ibatan wọn pẹlu awọn ọkunrin ati pẹlu ara wọn ṣeto lodi si iṣẹlẹ itan pataki kan ni Nigeria.  Mo lọ wo fiimu yii ni pataki lati ṣe atilẹyin Cinema Afirika ati jade nipa Oludari Naijiria kan ti o n ṣe fiimu kan pẹlu oṣere ti o lagbara. Mo ti wà kikorò adehun pẹlu ọlẹ esi.  Ni akọkọ awọn iṣẹ ṣiṣe; Chiwetel Ejiofor nigbagbogbo ni itara ninu ipa rẹ bi Ololufe Odenigbo. O dara, kii ṣe ibinu ati pe o funni ni iṣẹ ti o jọra bi o ti ṣe ni ọdun 12 ẹrú. Thandie Newton jẹ ẹru. O ni o ni gangan meji expressions. Mo fẹ lati ro pe o ṣe pẹlu itọsọna buburu, ẹnikan yẹ ki o ti sọ fun u pe o ti ṣe iṣe.  Iṣe ti o buru julọ ati ti o dara julọ wa lati ọdọ Iya Odenigbo nipasẹ Onyeka Onwenu. Kini mo le sọ. Ti o dara julọ ni pe o jẹ ere idaraya pupọ, ẹrin ati ayọ lati wo. Ohun ti o jẹ ki o buru julọ ni pe o jẹ ti fiimu miiran. Fiimu kan Emi yoo ti fẹ lati wo nipasẹ ọna. Iṣe rẹ ṣafikun didara opera ọṣẹ kan si fiimu naa. Anika ni iṣẹ ti o lagbara julọ laarin wọn ati pe o yẹ fun darukọ rẹ.  Fiimu naa ni awọn ẹya meji, akọkọ wa kọja bi opera ọṣẹ olowo poku ati ekeji, fiimu iṣe olowo poku. Àwọn ìpinnu tí wọ́n ṣe yà mí lẹ́nu. Awọn iṣẹlẹ dun jade ti o wà pointless ati ki o ko fi Elo si awọn nrò, ṣiṣe awọn akọkọ idaji plod pẹlú gun ju o yẹ ki o ni. Idaji keji ti ni idamu pẹlu awọn aiṣedeede ati ṣiṣatunṣe ti ko dara. Awọn ohun kikọ ni a ṣe afihan ni yarayara bi wọn ti pa wọn. Emi ko ni idaniloju idi ti o ṣe pataki lati ṣapejuwe lori maapu kan pe gbogbo eniyan wa, ti ko ṣafikun ohunkohun.  Ṣugbọn iṣoro nla julọ pẹlu fiimu naa ni pe ko ni oludari, oludari to dara. Ko si ẹnikan ti o jẹ ki awọn oṣere jẹ igbagbọ, ṣiṣakoso gbigbe kamẹra, ni ṣiṣatunṣe iṣọkan tabi titọju awọn taabu lori Dimegilio ohun ibanilẹru.  Laigbagbọ awọn olupilẹṣẹ tun ṣe agbejade Oluṣọgba Constant ati pe o yẹ ki o mọ daradara ju eyi lọ. Bawo ni o ṣe le jẹ ki Oludari ti ko ni iriri lati gba iru fiimu pataki kan? O ni igberaga ati irresponsible.  Mo jẹ ọmọ Afirika (bẹẹni, Mo mọ pe o jẹ kọnputa), Mo dupẹ lọwọ ẹnikẹni ti o n gbiyanju lati ṣe awọn itan wa fun awọn olugbo ni ita kọnputa ṣugbọn igbiyanju yii ko dara pupọ ti MO ni lati kọ nipa rẹ. A le ṣe dara julọ ju eyi lọ. ”	negative
Egba Ko ṣe iṣeduro. 'Detour' jẹ asinine patapata.	negative
Iṣe buburu...	negative
Iṣoro akọkọ akọkọ pẹlu fiimu yii yoo ni lati jẹ oṣere oludari wa. Ohun miiran jẹ iṣẹ ṣiṣe gangan.	negative
Sista Sista' tun jẹ asonu owo nla miiran ti Enyimma Nwigwe n ṣe, ti o jẹ ki o jẹ sinima irira meji.	negative
 Fiimu ti ko ni ipilẹ	negative
Sibẹsibẹ, ninu ero mi eyi kii ṣe Netflix yẹ.	negative
Ko ṣe iṣeduro fun awọn ọkan ti o ni oye.	negative
Awọn iyipada ninu fiimu naa jẹ haphazard ati staccato.	negative
Fiimu ti o ni itara ti o yẹ akiyesi, laanu ko ṣe apejọpọ ni agbara bi o ṣe nireti.	negative
Akojọ Ik' jẹ concoction ti hogwash ailopin.	negative
Itan naa ko ni atilẹyin ati pe ko ṣafikun nkankan si oriṣi aworan ti o gbiyanju lati ṣojuuṣe.	negative
Fiimu yii jẹ ipinnu daradara ati pe o gbiyanju lati lọ si ijinle lori ọran naa, ṣugbọn ni ibanujẹ pe fiimu naa ko ni agbara ti o gba eyikeyi ipa ẹdun kuro.	negative
Ko ri bẹ nibi. 'Ajibade' je fiimu Yoruba to n se ti ko si talenti gidi leyin re	negative
O dara too, koṣe ṣe	negative
Mo ni ireti fun eyi ni ibẹrẹ, ṣugbọn o yarayara parẹ.	negative
Eyi jẹ buburu ni ọpọlọpọ awọn ọna..	negative
Nitootọ, awọn eniyan wọnyi bamboozed wa.	negative
Fiimu naa n funni ni ohun ti wọn ro pe o funni.	negative
"""New Owo"" ni a ko si"	negative
Fiimu naa jẹ apọju ati pe kii ṣe ohun ti Mo nireti rara	negative
Fiimu yii jẹ idotin pipe.	negative
Big Fat Lie' kii ṣe apanilẹrin nikan, o jẹ iwọn-ipilẹ pupọ paapaa.	negative
Rant Queens 'jẹ aibikita pẹlu omugo.	negative
Fiimu naa jẹ irora pupọ lati wo ati pe o dabi ẹni pe o ti ṣẹda ni pataki lati gbọn awọn oluwo pẹlu awọn okunfa iyalẹnu.	negative
Amateurish. Aimọgbọnwa. Ogbontarigi. Ludicrous!	negative
Fiimu alaidun pupọ pẹlu iṣe ti ko dara	negative
O buruju! Oluwa mi o! Awọn iwontun-wonsi yẹ ki o paapaa jẹ odi nitori Mo kan ko le gbagbọ inira ti o daju ti wọn ṣe!	negative
Ohun ti a egbin ti akoko! Simẹnti irawọ studded pẹlu ko si itan lati so fun. Oye ti itọsọna tabi koko-ọrọ ironu eyikeyi…. idamu pupọ ju lati koko-ọrọ idile ti apakan akọkọ…..🙄	negative
“Ko ṣe iṣeduro nitori; laibikita ohun ti o jẹwọ iṣelọpọ crispy pupọ, nikẹhin O han gbangba pe awọn ohun kikọ ti n ṣe idaduro nipasẹ ọpọlọpọ awọn oju iṣẹlẹ isọkusọ.”	negative
Laanu o wa ni jade lati wa ni a ojo ti illogicalities buffeted nipa magbowo osere	negative
Awọn ayika ile ti o nifẹ, iwe afọwọkọ ẹru	negative
Fiimu yii yẹ ẹbun fun ajalu akọkọ ti o gbasilẹ ni ọdun 2022. Fun awọn ti ko faramọ Nollywood, fiimu yii ko ṣe itẹwọgba lakoko ti awọn ti o mọ Nollywood loye pe eyi buruju.	negative
Awọn Ẹmi ati awọn Tout' ti a jẹ ki mọlẹ nipa aipe itan enikeji, apọju lori ati ki o gbogbo awọn iṣẹ aisi-aini.	negative
Nollywood bi awọn oniwe-buru	negative
ẹru sise ati gbóògì	negative
Iwunilori ṣugbọn kii ṣe Iyanilẹnu tabi Iyanilẹnu	negative
Wiwo fiimu yii buru bi jijẹ awọn ewa ibajẹ	negative
Itan-akọọlẹ ẹru	negative
Apapọ aiṣedeede ti melodrama ati awọn ẹru ti ogun abele	negative
Aibojumu	negative
a ko o aini ti igbekele ninu ara wọn Creative iran ti awọn fiimu ká alaye gbọdọ jẹ meta ati ironic ni diẹ ninu awọn ori.	negative
Sisanwo lati rii o jẹ isunmọ si rira ibanujẹ.	negative
"Ni idakeji si akọle rẹ, ""Suga Suga"" fi diẹ sii ekan ati idaduro ni ẹnu ju adun lọ."	negative
Underwhelming ati Bland;	negative
Emi kii yoo gbiyanju lati sọ awọn aṣiṣe Eyi jẹ iṣelọpọ ọmọde ni ipele ile-iwe alakọbẹrẹ.	negative
Ṣe awọn eniyan rẹ jẹ alailẹṣẹ patapata ni 'iwa-iwa' yii?	negative
eré Nàìjíríà tí ń lọ lọ́ra nípa ìfipá bánilòpọ̀, ìkọlù	negative
Nibẹ ni gidigidi kekere nipa yi movie ti o mu ki ori.	negative
Awọn sinima ninu fiimu naa jẹ ipilẹ ati pe ko ni igbadun pupọ.	negative
ko dara to	negative
Boya ohun ti o dara julọ nipa eyi ni pe o kere ju idanilaraya to pe iwọ kii yoo fa irun ori rẹ jade ti o ba ṣẹlẹ lati rii.	negative
Itan naa pọ tobẹẹ ti o si fa jade lainidi.	negative
Aṣamubadọgba itaniloju pupọ ti aramada nla Idaji ti Sun Yellow	negative
Fiimu naa jẹ ẹru lati sọ pe o kere ju, laibikita awọn oṣere ti o ga julọ.	negative
 Guynman' jẹ pataki. O ti wa ni pataki Karachi. 	negative
Itan nla....Ise ERU	negative
Gbogbo iṣelọpọ jẹ magbowo pupọ, ohun afetigbọ jẹ ẹlẹṣẹ ti o buru julọ	negative
Atunwi ati ṣigọgọ, 'Kasala' jẹ isonu ti o ga julọ ti owo, agbara ati akoko.	negative
LORI-ti won won, ko si itọsọna!!	negative
Mildy niyanju. Bibẹrẹ daradara sugbon o fizzed jade bi o ti nṣiṣẹ gun ju fun awọn oniwe-dara.	negative
"""Fiimu ti o buruju ati ẹru,  O jẹ fiimu ti o buru julọ ti Mo ti rii tẹlẹ, iṣe iṣe jẹ hammy pupọ, ”"	negative
A dulled jade jepe, sùn ati snoring.	negative
Iye kekere wa nibi lati tọ san owo-ori fun.	negative
Hogwash! Ri yi movie je iru kan irora.	negative
Emi ko ṣe ohun ti Mo wo.	negative
RHH Review	negative
Ohun ti a ni ni ipari tacky pẹlu ijiroro ti ko daju.	negative
